transaction_id,customer_id,merchant_id,amount,currency,payment_method,payment_network,payment_channel,timestamp,hour,day_of_week,is_weekend,customer_age_days,customer_previous_transactions,customer_successful_transactions,customer_historical_success_rate,customer_lifetime_value,customer_average_transaction,customer_transaction_frequency_30d,amount_vs_customer_average,is_subscription,subscription_age_days,is_first_transaction,consecutive_failure_streak,customer_past_recovery_rate_pre_current,previous_failures_24h,previous_failures_7d,previous_successes_30d,transactions_24h,transactions_7d,device_changed,location_changed,ip_risk_score,velocity_score,payment_status,failure_reason,failure_category,recovery_success_probability,recovery_attempted,recovery_action,recovery_attempt_count,customer_contacted_today,recovered,recovered_amount
txn_0000037,cust_03161,merch_047,2732.31,INR,upi,upi,web,2026-01-01 05:09:21,5,3,0,694,0,0,1.0,0.0,1511.42,0,1.8078,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0986,0.1147,success,none,none,,0,none,0,0,0,0.0
txn_0000038,cust_03893,merch_001,1295.74,INR,wallet,other,web,2026-01-01 05:12:05,5,3,0,71,0,0,1.0,0.0,1015.21,0,1.2763,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1309,0.1291,success,none,none,,0,none,0,0,0,0.0
txn_0000039,cust_03245,merch_014,9532.25,INR,upi,upi,web,2026-01-01 05:12:31,5,3,0,927,0,0,1.0,0.0,6714.66,0,1.4196,1,198,1,0,0.5,0,0,0,0,0,0,0,0.234,0.0688,success,none,none,,0,none,0,0,0,0.0
txn_0000040,cust_02546,merch_012,1805.35,INR,upi,upi,mobile,2026-01-01 05:12:44,5,3,0,269,0,0,1.0,0.0,990.98,0,1.8218,0,0,1,0,0.5,0,0,0,0,0,0,0,0.3031,0.0035,success,none,none,,0,none,0,0,0,0.0
txn_0000041,cust_02785,merch_027,3545.02,INR,card,amex,mobile,2026-01-01 05:16:07,5,3,0,1057,0,0,1.0,0.0,2932.02,0,1.2091,0,0,1,0,0.5,0,0,0,0,0,0,0,0.191,0.1813,success,none,none,,0,none,0,0,0,0.0
txn_0000042,cust_02504,merch_038,1071.24,INR,upi,upi,mobile,2026-01-01 05:21:08,5,3,0,853,0,0,1.0,0.0,1186.98,0,0.9025,0,0,1,0,0.5,0,0,0,0,0,1,0,0.2135,0.0689,success,none,none,,0,none,0,0,0,0.0
txn_0000043,cust_01592,merch_036,564.93,INR,netbanking,other,mobile,2026-01-01 05:34:11,5,3,0,172,0,0,1.0,0.0,611.04,0,0.9245,0,0,1,0,0.5,0,0,0,0,0,1,1,0.0436,0.1686,success,none,none,,0,none,0,0,0,0.0
txn_0000044,cust_01394,merch_015,1450.06,INR,card,rupay,mobile,2026-01-01 05:50:51,5,3,0,178,0,0,1.0,0.0,1142.47,0,1.2692,1,167,1,0,0.5,0,0,0,0,0,1,0,0.1256,0.1609,failed,network_timeout,transient,0.7977,1,retry,1,0,1,1450.06
txn_0000045,cust_00858,merch_008,2098.11,INR,upi,upi,mobile,2026-01-01 06:09:32,6,3,0,282,0,0,1.0,0.0,1716.2,0,1.2225,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1729,0.1138,failed,card_expired,payment_method_problem,0.271,1,payment_link,3,0,0,0.0
txn_0000046,cust_03372,merch_026,1018.43,INR,upi,upi,mobile,2026-01-01 06:12:07,6,3,0,250,0,0,1.0,0.0,793.68,0,1.2832,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1841,0.1018,success,none,none,,0,none,0,0,0,0.0
txn_0000047,cust_02059,merch_039,649.89,INR,card,mastercard,mobile,2026-01-01 06:20:27,6,3,0,312,0,0,1.0,0.0,403.09,0,1.6123,1,478,1,0,0.5,0,0,0,0,0,0,0,0.0815,0.091,success,none,none,,0,none,0,0,0,0.0
txn_0000048,cust_00556,merch_043,1091.36,INR,card,visa,web,2026-01-01 06:28:21,6,3,0,974,0,0,1.0,0.0,1167.24,0,0.935,1,328,1,0,0.5,0,0,0,0,0,0,0,0.4305,0.1898,success,none,none,,0,none,0,0,0,0.0
txn_0000049,cust_03042,merch_049,7661.19,INR,card,amex,web,2026-01-01 06:31:29,6,3,0,525,0,0,1.0,0.0,7561.81,0,1.0131,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2704,0.0972,success,none,none,,0,none,0,0,0,0.0
txn_0000050,cust_02798,merch_023,1209.24,INR,netbanking,sbi,mobile,2026-01-01 06:36:43,6,3,0,360,0,0,1.0,0.0,1817.21,0,0.6654,0,0,1,0,0.5,0,0,0,0,0,0,0,0.4389,0.1269,success,none,none,,0,none,0,0,0,0.0
txn_0000051,cust_00170,merch_032,1326.02,INR,card,rupay,mobile,2026-01-01 06:38:53,6,3,0,1021,0,0,1.0,0.0,1122.29,0,1.1815,0,0,1,0,0.5,0,0,0,0,0,0,0,0.181,0.0996,failed,network_timeout,transient,0.789,1,retry,1,1,1,1326.02
txn_0000052,cust_03876,merch_026,1192.04,INR,card,amex,web,2026-01-01 06:48:04,6,3,0,875,0,0,1.0,0.0,1346.79,0,0.8851,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2984,0.0912,success,none,none,,0,none,0,0,0,0.0
txn_0000053,cust_00643,merch_024,947.56,INR,card,mastercard,api,2026-01-01 06:48:13,6,3,0,461,0,0,1.0,0.0,1045.04,0,0.9067,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0528,0.1591,success,none,none,,0,none,0,0,0,0.0
txn_0000054,cust_02808,merch_044,2149.33,INR,card,mastercard,api,2026-01-01 06:48:52,6,3,0,287,0,0,1.0,0.0,1502.84,0,1.4302,0,0,1,0,0.5,0,0,0,0,0,0,0,0.089,0.1697,success,none,none,,0,none,0,0,0,0.0
txn_0000055,cust_03823,merch_035,2404.02,INR,upi,upi,mobile,2026-01-01 06:52:59,6,3,0,567,0,0,1.0,0.0,1437.01,0,1.6729,0,0,1,0,0.5,0,0,0,0,0,1,0,0.1228,0.0222,success,none,none,,0,none,0,0,0,0.0
txn_0000056,cust_02000,merch_024,1915.53,INR,card,mastercard,mobile,2026-01-01 06:55:43,6,3,0,197,0,0,1.0,0.0,1766.34,0,1.0845,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1851,0.1291,success,none,none,,0,none,0,0,0,0.0
txn_0000057,cust_03514,merch_023,1509.92,INR,netbanking,other,mobile,2026-01-01 07:00:39,7,3,0,921,0,0,1.0,0.0,1375.79,0,1.0975,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0899,0.0559,success,none,none,,0,none,0,0,0,0.0
txn_0000058,cust_01740,merch_036,3678.47,INR,card,visa,api,2026-01-01 07:21:36,7,3,0,387,0,0,1.0,0.0,2234.76,0,1.646,1,82,1,0,0.5,0,0,0,0,0,0,1,0.165,0.0516,success,none,none,,0,none,0,0,0,0.0
txn_0000059,cust_02448,merch_024,2976.15,INR,upi,upi,web,2026-01-01 07:31:15,7,3,0,695,0,0,1.0,0.0,2621.06,0,1.1355,0,0,1,0,0.5,0,0,0,0,0,1,0,0.2204,0.0994,success,none,none,,0,none,0,0,0,0.0
txn_0000060,cust_01854,merch_016,2915.47,INR,upi,upi,web,2026-01-01 07:32:56,7,3,0,51,0,0,1.0,0.0,3533.28,0,0.8251,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1051,0.186,failed,insufficient_funds,customer_action_required,0.6388,1,payment_link,2,1,1,2915.47
txn_0000061,cust_03343,merch_017,1164.28,INR,wallet,other,mobile,2026-01-01 07:37:53,7,3,0,611,0,0,1.0,0.0,1864.39,0,0.6245,1,660,1,0,0.5,0,0,0,0,0,0,0,0.0356,0.0067,failed,insufficient_funds,customer_action_required,0.7428,1,reminder,1,0,1,1164.28
txn_0000062,cust_01786,merch_016,3842.54,INR,upi,upi,mobile,2026-01-01 07:48:39,7,3,0,793,0,0,1.0,0.0,4528.63,0,0.8485,0,0,1,0,0.5,0,0,0,0,0,0,0,0.174,0.0519,success,none,none,,0,none,0,0,0,0.0
txn_0000063,cust_03970,merch_013,1958.09,INR,netbanking,other,mobile,2026-01-01 07:50:50,7,3,0,552,0,0,1.0,0.0,2053.88,0,0.9534,0,0,1,0,0.5,0,0,0,0,0,0,1,0.0267,0.1118,success,none,none,,0,none,0,0,0,0.0
txn_0000064,cust_03145,merch_010,277.1,INR,card,mastercard,mobile,2026-01-01 07:58:48,7,3,0,755,0,0,1.0,0.0,368.69,0,0.7516,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1798,0.0458,failed,technical_error,technical,0.7867,1,payment_link,1,1,1,277.1
txn_0000065,cust_03761,merch_032,5390.26,INR,netbanking,other,mobile,2026-01-01 08:02:49,8,3,0,1035,0,0,1.0,0.0,6395.13,0,0.8429,1,493,1,0,0.5,0,0,0,0,0,0,0,0.0464,0.0209,success,none,none,,0,none,0,0,0,0.0
txn_0000066,cust_00406,merch_009,1213.02,INR,card,visa,web,2026-01-01 08:05:26,8,3,0,490,0,0,1.0,0.0,1162.56,0,1.0434,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1862,0.1369,success,none,none,,0,none,0,0,0,0.0
txn_0000067,cust_02445,merch_017,1089.95,INR,card,amex,mobile,2026-01-01 08:20:45,8,3,0,804,0,0,1.0,0.0,1403.57,0,0.7766,1,271,1,0,0.5,0,0,0,0,0,0,0,0.0092,0.1413,success,none,none,,0,none,0,0,0,0.0
txn_0000068,cust_01555,merch_003,2889.74,INR,wallet,other,mobile,2026-01-01 08:24:40,8,3,0,945,0,0,1.0,0.0,2530.09,0,1.1421,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1613,0.135,success,none,none,,0,none,0,0,0,0.0
txn_0000069,cust_00539,merch_025,2188.67,INR,netbanking,sbi,web,2026-01-01 08:31:04,8,3,0,587,0,0,1.0,0.0,3682.98,0,0.5943,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2772,0.0294,success,none,none,,0,none,0,0,0,0.0
txn_0000070,cust_03050,merch_032,4808.99,INR,netbanking,other,api,2026-01-01 08:31:23,8,3,0,792,0,0,1.0,0.0,3633.49,0,1.3235,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0843,0.046,success,none,none,,0,none,0,0,0,0.0
txn_0000071,cust_00293,merch_027,714.02,INR,card,mastercard,web,2026-01-01 08:38:48,8,3,0,595,0,0,1.0,0.0,966.28,0,0.7389,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2078,0.0046,success,none,none,,0,none,0,0,0,0.0
txn_0000072,cust_03791,merch_006,2275.68,INR,upi,upi,web,2026-01-01 08:39:23,8,3,0,484,0,0,1.0,0.0,2232.35,0,1.0194,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0733,0.1421,failed,network_timeout,transient,0.794,1,retry,1,0,1,2275.68
txn_0000073,cust_01611,merch_030,1052.96,INR,upi,upi,mobile,2026-01-01 08:49:05,8,3,0,586,0,0,1.0,0.0,979.7,0,1.0748,1,602,1,0,0.5,0,0,0,0,0,0,0,0.1553,0.0738,failed,limit_exceeded,customer_action_required,0.7076,1,reminder,1,1,1,1052.96
txn_0000074,cust_01707,merch_039,1424.59,INR,upi,upi,mobile,2026-01-01 09:04:35,9,3,0,532,0,0,1.0,0.0,1153.02,0,1.2355,1,236,1,0,0.5,0,0,0,0,0,0,0,0.1862,0.0248,success,none,none,,0,none,0,0,0,0.0
txn_0000075,cust_03915,merch_040,5300.19,INR,wallet,other,web,2026-01-01 09:07:40,9,3,0,600,0,0,1.0,0.0,4271.11,0,1.2409,0,0,1,0,0.5,0,0,0,0,0,1,0,0.1074,0.1638,failed,insufficient_funds,customer_action_required,0.7181,1,payment_link,1,0,1,5300.19
txn_0000076,cust_01960,merch_024,1335.67,INR,card,visa,api,2026-01-01 09:15:03,9,3,0,221,0,0,1.0,0.0,1138.95,0,1.1727,1,298,1,0,0.5,0,0,0,0,0,1,1,0.1046,0.0436,failed,limit_exceeded,customer_action_required,0.5884,1,reminder,2,0,1,1335.67
txn_0000077,cust_03786,merch_010,2628.73,INR,upi,upi,mobile,2026-01-01 09:18:01,9,3,0,229,0,0,1.0,0.0,2681.88,0,0.9802,0,0,1,0,0.5,0,0,0,0,0,1,0,0.1628,0.08,success,none,none,,0,none,0,0,0,0.0
txn_0000078,cust_02757,merch_022,2027.33,INR,card,rupay,mobile,2026-01-01 09:20:30,9,3,0,291,0,0,1.0,0.0,1433.58,0,1.4142,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0936,0.0443,success,none,none,,0,none,0,0,0,0.0
txn_0000079,cust_01329,merch_006,2324.48,INR,upi,upi,mobile,2026-01-01 09:25:31,9,3,0,809,0,0,1.0,0.0,1158.85,0,2.0059,1,211,1,0,0.5,0,0,0,0,0,0,0,0.0384,0.1086,success,none,none,,0,none,0,0,0,0.0
txn_0000080,cust_00650,merch_046,1679.9,INR,netbanking,hdfc,mobile,2026-01-01 09:27:32,9,3,0,996,0,0,1.0,0.0,2332.35,0,0.7203,1,265,1,0,0.5,0,0,0,0,0,0,0,0.042,0.195,success,none,none,,0,none,0,0,0,0.0
txn_0000081,cust_00480,merch_012,5417.81,INR,upi,upi,mobile,2026-01-01 09:30:21,9,3,0,1003,0,0,1.0,0.0,5233.23,0,1.0353,0,0,1,0,0.5,0,0,0,0,0,0,1,0.0638,0.0041,success,none,none,,0,none,0,0,0,0.0
txn_0000082,cust_02285,merch_049,1096.62,INR,card,amex,api,2026-01-01 09:33:48,9,3,0,739,0,0,1.0,0.0,1107.88,0,0.9898,0,0,1,0,0.5,0,0,0,0,0,1,0,0.0323,0.1106,failed,network_timeout,transient,0.8121,1,retry,1,1,1,1096.62
txn_0000083,cust_01612,merch_043,3627.62,INR,upi,upi,mobile,2026-01-01 09:36:35,9,3,0,323,0,0,1.0,0.0,4090.48,0,0.8868,0,0,1,0,0.5,0,0,0,0,0,0,1,0.2185,0.073,success,none,none,,0,none,0,0,0,0.0
txn_0000084,cust_01314,merch_012,538.21,INR,card,amex,web,2026-01-01 09:36:39,9,3,0,181,0,0,1.0,0.0,734.04,0,0.7332,0,0,1,0,0.5,0,0,0,0,0,0,1,0.0972,0.0562,success,none,none,,0,none,0,0,0,0.0
txn_0000085,cust_01459,merch_012,1816.94,INR,card,mastercard,mobile,2026-01-01 09:36:41,9,3,0,480,0,0,1.0,0.0,2147.16,0,0.8462,0,0,1,0,0.5,0,0,0,0,0,1,0,0.0658,0.0166,success,none,none,,0,none,0,0,0,0.0
txn_0000086,cust_03595,merch_043,5798.39,INR,upi,upi,mobile,2026-01-01 09:43:12,9,3,0,387,0,0,1.0,0.0,4691.28,0,1.236,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1129,0.1105,success,none,none,,0,none,0,0,0,0.0
txn_0000087,cust_02081,merch_044,2367.97,INR,upi,upi,web,2026-01-01 09:52:00,9,3,0,630,0,0,1.0,0.0,1945.04,0,1.2174,1,196,1,0,0.5,0,0,0,0,0,0,0,0.0555,0.1334,success,none,none,,0,none,0,0,0,0.0
txn_0000088,cust_03578,merch_031,2069.88,INR,card,visa,mobile,2026-01-01 09:58:35,9,3,0,769,0,0,1.0,0.0,1408.69,0,1.4694,0,0,1,0,0.5,0,0,0,0,0,0,0,0.085,0.0996,success,none,none,,0,none,0,0,0,0.0
txn_0000089,cust_01689,merch_009,2056.96,INR,upi,upi,mobile,2026-01-01 10:05:20,10,3,0,586,0,0,1.0,0.0,1934.15,0,1.0635,1,88,1,0,0.5,0,0,0,0,0,0,0,0.1341,0.0169,success,none,none,,0,none,0,0,0,0.0
txn_0000090,cust_02202,merch_049,1744.01,INR,upi,upi,web,2026-01-01 10:10:44,10,3,0,354,0,0,1.0,0.0,1356.01,0,1.2861,1,583,1,0,0.5,0,0,0,0,0,0,1,0.4422,0.0654,success,none,none,,0,none,0,0,0,0.0
txn_0000091,cust_00409,merch_015,708.46,INR,card,visa,web,2026-01-01 10:13:44,10,3,0,595,0,0,1.0,0.0,832.54,0,0.851,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0904,0.1502,success,none,none,,0,none,0,0,0,0.0
txn_0000092,cust_00103,merch_041,2091.59,INR,upi,upi,api,2026-01-01 10:14:29,10,3,0,377,0,0,1.0,0.0,2083.73,0,1.0038,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0484,0.1177,failed,bank_declined,bank_decline,0.5325,1,retry,1,1,0,0.0
txn_0000093,cust_00802,merch_042,853.8,INR,card,visa,mobile,2026-01-01 10:15:48,10,3,0,1085,0,0,1.0,0.0,763.73,0,1.1179,1,539,1,0,0.5,0,0,0,0,0,0,1,0.0242,0.1842,success,none,none,,0,none,0,0,0,0.0
txn_0000094,cust_03386,merch_030,286.22,INR,upi,upi,web,2026-01-01 10:29:30,10,3,0,948,0,0,1.0,0.0,384.77,0,0.7439,1,395,1,0,0.5,0,0,0,0,0,0,1,0.0903,0.0235,success,none,none,,0,none,0,0,0,0.0
txn_0000095,cust_00264,merch_039,1198.68,INR,upi,upi,mobile,2026-01-01 10:33:49,10,3,0,821,0,0,1.0,0.0,2024.62,0,0.5921,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2357,0.0357,success,none,none,,0,none,0,0,0,0.0
